CustomerID,Churn,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,Contract,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ChargesTotal,ChargesMonthly,DailyCharges
1932-UEDCX,No,Male,1,1,0,33,1,1,Month-to-month,1,Bank transfer (automatic),Fiber optic,0,1,0,0,1,1,3270.25,100.6,3.353333333333333
1934-MKPXS,No,Male,0,1,1,33,1,0,One year,0,Credit card (automatic),No,0,0,0,0,0,0,620.55,20.1,0.67
1934-SJVJK,Yes,Male,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,20.15,20.15,0.6716666666666666
1935-IMVBB,No,Male,0,1,0,56,1,0,Month-to-month,0,Mailed check,Fiber optic,0,0,0,0,1,1,4952.95,89.7,2.99
1936-CZAKF,No,Male,0,1,0,49,0,0,Two year,0,Credit card (automatic),DSL,0,1,0,0,1,1,2409.9,49.65,1.655
1936-UAFEH,No,Female,0,0,0,68,1,1,Two year,0,Credit card (automatic),Fiber optic,1,1,0,1,1,1,7279.35,110.25,3.675
1937-OTUKY,No,Female,0,1,0,72,1,1,Two year,1,Bank transfer (automatic),Fiber optic,1,0,1,1,1,0,7015.9,98.2,3.2733333333333334
1941-HOSAM,No,Male,0,1,1,1,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,1,1,90.1,90.1,3.003333333333333
1942-OQFRW,No,Male,0,0,0,1,1,0,Month-to-month,0,Electronic check,DSL,0,0,0,0,0,0,44.0,44.0,1.4666666666666666
1945-XISKS,No,Female,0,1,0,67,1,0,Two year,0,Mailed check,No,0,0,0,0,0,0,1335.2,19.65,0.6549999999999999
1950-KSVVJ,No,Female,0,1,0,45,1,1,One year,0,Mailed check,Fiber optic,1,1,1,1,1,1,5032.25,113.3,3.7766666666666664
1951-IEYXM,No,Male,0,1,1,72,1,1,Two year,1,Credit card (automatic),DSL,1,1,1,1,1,1,6441.85,90.6,3.02
1952-DVVSW,No,Female,0,1,0,10,1,0,One year,0,Mailed check,No,0,0,0,0,0,0,184.4,20.1,0.67
1955-IBMMB,No,Male,0,0,0,59,1,0,Two year,1,Bank transfer (automatic),No,0,0,0,0,0,0,1192.3,20.2,0.6733333333333333
1956-YIFGE,No,Male,0,1,1,22,1,0,One year,1,Mailed check,Fiber optic,0,1,1,0,1,1,2090.25,100.05,3.335
1958-RNRKS,No,Male,0,1,0,30,1,1,Month-to-month,0,Electronic check,DSL,0,0,0,0,0,0,1441.95,49.9,1.6633333333333333
1960-UOTYM,No,Male,0,1,1,52,1,0,Two year,0,Electronic check,DSL,1,1,1,0,1,1,4016.3,79.2,2.64
1960-UYCNN,No,Male,0,0,0,10,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,1,0,0,1,1021.55,95.25,3.175
1963-SVUCV,Yes,Male,0,0,0,1,1,0,Month-to-month,0,Electronic check,DSL,0,0,0,0,0,0,45.3,45.3,1.51
1963-VAUKV,Yes,Female,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,20.4,20.4,0.6799999999999999
1964-SVLEA,No,Male,0,0,0,20,1,0,One year,1,Mailed check,No,0,0,0,0,0,0,415.9,19.7,0.6566666666666666
1965-AKTSX,Yes,Female,1,0,0,14,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,0,0,0,0,1101.85,78.95,2.631666666666667
1965-DDBWU,Yes,Male,0,0,0,16,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,0,0,0,1,0,1,1448.6,89.05,2.9683333333333333
1970-KKFWL,No,Female,0,0,0,35,1,1,Two year,0,Bank transfer (automatic),No,0,0,0,0,0,0,797.1,23.3,0.7766666666666667
1971-DTCZB,No,Female,0,1,0,72,1,1,Two year,1,Bank transfer (automatic),DSL,1,1,1,1,1,1,6468.6,90.95,3.0316666666666667
1972-RSMOV,N/A,Female,0,1,0,40,1,0,Two year,0,Mailed check,No,0,0,0,0,0,0,780.1,19.1,0.6366666666666667
1972-XMUWV,No,Female,0,1,0,65,1,0,Two year,1,Credit card (automatic),DSL,0,0,0,1,1,0,3808.2,59.8,1.9933333333333332
1975-FCJTE,N/A,Female,0,1,0,45,1,1,Two year,0,Mailed check,No,0,0,0,0,0,0,1121.05,25.5,0.85
1976-AZZPJ,No,Male,0,1,0,7,0,0,Month-to-month,0,Mailed check,DSL,1,1,0,0,0,0,256.6,34.2,1.1400000000000001
1976-CFOCS,Yes,Female,1,1,0,1,1,0,Month-to-month,0,Electronic check,DSL,0,0,0,0,0,0,46.0,46.0,1.5333333333333334
1977-STDKI,Yes,Female,1,0,0,1,1,0,Month-to-month,1,Electronic check,Fiber optic,0,1,0,0,0,0,73.0,73.0,2.433333333333333
1980-KXVPM,Yes,Female,1,0,0,3,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,0,0,0,0,0,0,256.25,75.05,2.5016666666666665
1981-INRFU,Yes,Female,0,0,0,2,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,1,0,164.5,79.75,2.658333333333333
1982-FEBTD,No,Female,0,1,1,23,1,1,Two year,1,Credit card (automatic),No,0,0,0,0,0,0,514.75,25.6,0.8533333333333334
1984-FCOWB,Yes,Female,0,1,0,70,1,1,One year,1,Electronic check,Fiber optic,0,1,1,1,1,1,7674.55,109.5,3.65
1984-GPTEH,No,Female,0,0,0,29,1,1,Month-to-month,0,Electronic check,No,0,0,0,0,0,0,702.0,25.15,0.8383333333333333
1985-MBRYP,No,Female,0,0,0,43,1,0,Two year,1,Bank transfer (automatic),No,0,0,0,0,0,0,779.25,19.65,0.6549999999999999
1986-PHGZF,No,Male,1,0,0,18,1,1,Month-to-month,1,Credit card (automatic),DSL,1,1,0,0,0,0,964.9,58.4,1.9466666666666665
1987-AUELQ,No,Female,0,1,0,71,1,1,Two year,0,Credit card (automatic),No,0,0,0,0,0,0,1873.7,25.05,0.8350000000000001
1989-PRJHP,Yes,Male,1,1,0,27,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,0,1893.95,75.5,2.5166666666666666
1991-VOPLL,No,Female,0,0,0,9,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,157.65,19.05,0.635
1996-DBMUS,No,Female,1,1,0,48,1,0,Month-to-month,1,Bank transfer (automatic),Fiber optic,0,0,0,0,0,0,3545.05,70.65,2.355
1998-VHJHK,No,Female,0,0,0,27,1,0,One year,0,Mailed check,No,0,0,0,0,0,0,501.35,19.15,0.6383333333333333
2000-DHJUY,No,Female,1,1,0,70,1,1,Two year,1,Bank transfer (automatic),DSL,1,1,1,1,1,1,6474.45,92.2,3.0733333333333333
2000-MPKCA,No,Female,0,0,0,58,1,1,One year,1,Electronic check,Fiber optic,1,1,1,0,1,1,6332.75,107.75,3.591666666666667
2001-EWBQU,No,Female,0,0,0,60,1,1,Two year,0,Electronic check,Fiber optic,0,1,1,0,1,1,6333.8,104.7,3.49
2001-MCUUW,No,Male,0,0,0,46,1,1,Two year,0,Electronic check,Fiber optic,0,1,1,1,1,1,4903.2,108.65,3.621666666666667
2002-MZHWP,Yes,Female,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,20.5,20.5,0.6833333333333333
2003-CKLOR,Yes,Male,0,0,0,66,1,0,Month-to-month,0,Electronic check,Fiber optic,0,1,1,0,1,1,6710.5,99.5,3.316666666666667
2004-OCQXK,Yes,Female,0,0,0,1,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,1,81.95,81.95,2.731666666666667
2005-DWQZJ,No,Female,0,1,1,8,1,0,Two year,0,Mailed check,No,0,0,0,0,0,0,201.7,19.05,0.635
2007-QVGAW,No,Female,0,1,1,68,1,0,Two year,1,Bank transfer (automatic),No,0,0,0,0,0,0,1292.65,19.35,0.645
2011-TRQYE,Yes,Male,0,0,0,18,0,0,Month-to-month,1,Credit card (automatic),DSL,0,1,1,0,0,0,600.0,33.5,1.1166666666666667
2012-NWRPA,Yes,Female,1,1,0,11,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,1,0,1,1,1131.2,99.55,3.3183333333333334
2013-SGDXK,Yes,Female,0,0,0,1,1,0,Month-to-month,0,Electronic check,Fiber optic,0,1,0,0,1,0,84.3,84.3,2.81
2014-MKGMH,No,Female,0,0,0,46,1,1,One year,1,Electronic check,Fiber optic,0,0,1,0,1,1,4674.4,101.1,3.3699999999999997
2017-CCBLH,No,Female,0,0,0,8,1,0,Two year,0,Mailed check,No,0,0,0,0,0,0,141.6,20.0,0.6666666666666666
2018-PZKMU,No,Male,0,1,1,9,1,0,Month-to-month,0,Electronic check,Fiber optic,0,0,1,1,1,1,970.45,103.1,3.4366666666666665
2018-QKYGT,No,Male,0,1,1,1,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,1,81.05,81.05,2.7016666666666667
2019-HDCZY,No,Male,0,1,0,63,1,1,Two year,0,Electronic check,Fiber optic,0,0,1,0,1,1,6296.75,102.6,3.42
2023-VQFDL,No,Male,0,0,0,18,1,0,Month-to-month,0,Electronic check,No,0,0,0,0,0,0,348.8,19.0,0.6333333333333333
2024-BASKD,Yes,Female,0,0,0,1,1,0,Month-to-month,1,Mailed check,Fiber optic,0,0,1,0,0,0,74.6,74.6,2.4866666666666664
2025-JKFWI,Yes,Male,0,0,0,13,1,1,Month-to-month,1,Mailed check,Fiber optic,0,0,0,1,1,1,1301.7,99.0,3.3
2026-TGDHM,Yes,Female,0,0,0,7,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,1,523.15,79.3,2.643333333333333
2027-CWDNU,No,Male,0,1,1,18,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,1,0,1,1601.5,85.6,2.853333333333333
2027-DNKIV,No,Male,0,1,1,37,1,0,One year,1,Mailed check,DSL,1,0,1,1,0,0,2203.1,58.75,1.9583333333333333
2027-FECZV,Yes,Male,0,0,0,12,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,1,0,1,1,1253.9,106.7,3.5566666666666666
2027-OAQQC,Yes,Female,0,0,0,43,0,0,Month-to-month,1,Bank transfer (automatic),DSL,0,0,1,0,1,1,2076.2,49.05,1.635
2027-WKXMW,No,Female,0,1,0,63,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,1,1,1,1,6871.7,108.75,3.625
2030-BTZRO,No,Male,0,1,1,6,1,0,Two year,1,Credit card (automatic),No,0,0,0,0,0,0,107.6,20.4,0.6799999999999999
2034-CGRHZ,Yes,Male,1,0,0,24,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,0,1,1,0,1,1,2496.7,102.95,3.4316666666666666
2034-GDRCN,Yes,Female,0,0,0,2,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,1,1,168.2,90.4,3.0133333333333336
2037-SGXHH,Yes,Male,0,1,1,38,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,1,0,1,0,3624.3,94.65,3.1550000000000002
2037-XJFUP,Yes,Male,0,1,0,33,1,0,One year,1,Electronic check,Fiber optic,0,0,1,0,1,1,3036.75,95.8,3.1933333333333334
2038-LLMLM,No,Female,0,0,0,48,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,1,1,1,1,4946.05,103.85,3.4616666666666664
2038-OEQZH,No,Male,0,0,0,4,1,0,Month-to-month,0,Electronic check,Fiber optic,0,0,1,0,0,1,308.1,86.05,2.868333333333333
2038-YSEZE,No,Female,0,0,0,29,1,1,Month-to-month,0,Mailed check,DSL,1,1,0,1,0,0,1801.1,67.45,2.2483333333333335
2039-JONDJ,No,Male,0,0,0,27,1,0,One year,0,Bank transfer (automatic),DSL,1,1,0,0,0,0,1477.65,55.45,1.8483333333333334
2040-LDIWQ,No,Male,0,1,1,65,1,1,Two year,1,Bank transfer (automatic),DSL,0,1,1,1,1,1,5324.5,84.2,2.8066666666666666
2040-OBMLJ,No,Male,0,0,0,31,1,1,One year,0,Credit card (automatic),Fiber optic,0,0,0,1,0,0,2548.65,81.7,2.7233333333333336
2040-VZIKE,No,Female,0,1,0,49,1,1,Month-to-month,1,Mailed check,Fiber optic,1,0,0,0,1,1,4847.35,100.85,3.3616666666666664
2040-XBAVJ,No,Male,0,1,1,72,1,1,Two year,0,Bank transfer (automatic),Fiber optic,1,1,1,1,1,1,8100.55,114.45,3.815
2041-JIJCI,No,Female,0,0,0,5,1,1,Month-to-month,1,Electronic check,DSL,0,1,0,0,0,1,370.25,64.0,2.1333333333333333
2043-WVTQJ,No,Male,0,1,0,1,1,0,Month-to-month,0,Mailed check,DSL,1,0,1,0,0,0,55.7,55.7,1.8566666666666667
2045-BMBTJ,No,Female,1,0,0,33,0,0,Month-to-month,1,Bank transfer (automatic),DSL,1,1,1,0,1,1,1884.65,59.45,1.9816666666666667
2049-BAFNW,No,Female,0,0,0,1,0,0,Month-to-month,0,Mailed check,DSL,0,0,1,1,0,0,35.9,35.9,1.1966666666666665
2050-ONYDQ,No,Female,0,1,1,65,1,1,Two year,0,Credit card (automatic),No,0,0,0,0,0,0,1654.85,26.0,0.8666666666666667
2054-PJOCK,No,Female,0,0,0,60,1,1,One year,0,Credit card (automatic),DSL,0,0,1,1,1,1,4847.05,80.55,2.685
2055-BFOCC,No,Male,1,1,0,63,1,0,One year,1,Bank transfer (automatic),DSL,1,1,1,1,1,1,5329.55,84.0,2.8
2055-PDADH,Yes,Female,1,0,0,3,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,0,204.7,70.4,2.3466666666666667
2055-SIFSS,No,Female,1,1,0,55,1,1,Month-to-month,0,Bank transfer (automatic),DSL,0,0,0,0,0,0,2838.55,51.65,1.7216666666666667
2056-EVGZL,No,Male,0,1,1,68,1,0,One year,0,Credit card (automatic),Fiber optic,0,1,1,1,1,1,7322.5,105.75,3.525
2057-BOYKM,No,Female,1,1,0,72,1,1,Two year,1,Bank transfer (automatic),Fiber optic,1,1,1,1,0,0,6827.5,96.6,3.2199999999999998
2057-ZBLPD,Yes,Female,0,1,0,21,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,1,1808.7,86.5,2.8833333333333333
2058-DCJBE,Yes,Male,0,0,0,5,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,0,324.6,69.75,2.325
2061-VVFST,No,Female,0,1,0,37,1,0,Month-to-month,0,Bank transfer (automatic),No,0,0,0,0,0,0,805.2,19.5,0.65
2065-MMKGR,No,Female,0,0,0,29,1,1,One year,1,Credit card (automatic),DSL,0,0,0,0,1,1,2080.1,71.0,2.3666666666666667
2067-QYTCF,No,Female,0,1,0,64,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,1,1,1,1,6953.4,111.15,3.705
2068-WWXQZ,No,Male,0,0,0,46,1,0,Two year,0,Bank transfer (automatic),No,0,0,0,0,0,0,902.0,20.05,0.6683333333333333
2070-FNEXE,Yes,Female,1,0,0,7,1,0,Month-to-month,0,Bank transfer (automatic),Fiber optic,1,0,0,0,0,0,503.6,76.45,2.5483333333333333
2070-XYMFH,No,Female,1,0,0,23,1,1,Month-to-month,1,Mailed check,Fiber optic,0,0,1,0,0,0,1835.3,79.35,2.645
2072-ZVJJX,No,Male,0,1,0,68,1,1,Two year,0,Bank transfer (automatic),No,0,0,0,0,0,0,1728.2,25.25,0.8416666666666667
2073-QBVBI,No,Female,0,1,0,41,0,0,One year,0,Mailed check,DSL,0,1,0,1,0,0,1391.65,35.45,1.1816666666666669
2074-GKOWZ,Yes,Male,0,1,1,2,1,0,Month-to-month,1,Bank transfer (automatic),Fiber optic,0,0,0,0,1,1,185.55,89.55,2.985
2074-GUHPQ,No,Female,0,0,1,17,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,0,1,1,1,0,0,1556.85,92.7,3.0900000000000003
2075-PUEPR,No,Male,0,1,1,55,1,0,Two year,0,Bank transfer (automatic),No,0,0,0,0,0,0,1153.25,19.35,0.645
2075-RMJIK,No,Female,0,1,1,5,1,0,Month-to-month,1,Mailed check,DSL,1,0,0,0,0,0,232.55,49.4,1.6466666666666667
2077-DDHJK,No,Female,0,1,0,68,1,1,Two year,0,Credit card (automatic),DSL,1,1,1,1,0,0,4911.35,70.9,2.3633333333333337
2077-MPJQO,No,Male,1,1,0,7,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,0,533.05,75.4,2.5133333333333336
2079-FBMZK,Yes,Female,0,0,0,6,1,0,Month-to-month,1,Mailed check,Fiber optic,0,0,0,0,0,0,418.4,69.25,2.308333333333333
2080-CAZNM,No,Female,1,0,0,41,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,1,0,1,1,4133.95,104.4,3.48
2080-GKCWQ,No,Male,0,0,0,2,1,0,Month-to-month,0,Electronic check,Fiber optic,0,1,0,0,0,0,151.75,74.95,2.4983333333333335
2080-SRCDE,No,Female,0,0,1,1,1,1,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,25.4,25.4,0.8466666666666666
2081-KJSQF,No,Male,0,0,0,1,1,0,Month-to-month,1,Mailed check,No,0,0,0,0,0,0,20.25,20.25,0.675
2081-VEYEH,No,Male,0,0,0,3,1,0,Month-to-month,1,Electronic check,Fiber optic,0,1,1,1,1,1,318.6,107.95,3.5983333333333336
2082-CEFLT,Yes,Male,0,0,0,1,1,0,Month-to-month,1,Electronic check,DSL,0,0,0,0,0,0,45.6,45.6,1.52
2082-OJVTK,Yes,Male,0,1,1,29,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,1,0,0,1,2698.35,89.2,2.9733333333333336
2085-BOJKI,No,Male,0,1,0,17,1,0,One year,1,Bank transfer (automatic),Fiber optic,0,0,1,0,1,1,1588.25,96.65,3.2216666666666667
2085-JVGAD,No,Male,0,1,0,37,1,0,Month-to-month,0,Bank transfer (automatic),No,0,0,0,0,0,0,697.65,20.35,0.6783333333333333
2087-QAREY,No,Female,0,1,0,22,1,0,Month-to-month,1,Mailed check,DSL,0,1,1,0,0,0,1178.75,54.7,1.8233333333333335
2088-IEBAU,No,Female,0,0,0,68,1,1,Two year,1,Electronic check,DSL,1,1,1,1,1,1,6148.45,88.15,2.9383333333333335
2091-GPPIQ,No,Female,0,1,1,72,1,1,Two year,1,Electronic check,DSL,0,1,0,1,1,1,5730.15,78.95,2.631666666666667
2091-MJTFX,Yes,Female,0,1,1,30,0,0,Month-to-month,0,Credit card (automatic),DSL,0,0,0,1,1,1,1561.5,51.2,1.7066666666666668
2091-RFFBA,Yes,Female,1,0,0,31,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,0,2217.15,73.9,2.4633333333333334
2096-XOTMO,No,Female,0,1,1,16,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,275.9,19.35,0.645
2097-YVPKN,No,Male,0,0,0,65,1,1,Two year,0,Mailed check,No,0,0,0,0,0,0,1654.75,25.75,0.8583333333333333
2100-BDNSN,Yes,Female,0,1,0,5,1,1,Month-to-month,0,Bank transfer (automatic),DSL,0,0,1,1,1,0,350.3,67.95,2.265
2101-RANCD,No,Female,0,0,0,55,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,0,4144.9,73.1,2.4366666666666665
2103-ZRXFN,No,Male,0,0,0,1,1,1,Month-to-month,0,Mailed check,DSL,0,0,0,0,0,0,50.75,50.75,1.6916666666666667
2105-PHWON,No,Female,0,1,0,33,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,0,0,1,1,0,1,3008.15,95.0,3.1666666666666665
2107-FBPTK,No,Female,1,0,0,30,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,1,0,1,1,3121.1,104.1,3.4699999999999998
2108-GLPQB,No,Male,0,1,0,25,1,1,Month-to-month,0,Credit card (automatic),DSL,0,0,1,0,0,0,1405.3,55.55,1.8516666666666666
2108-XWMPY,Yes,Male,0,0,0,3,0,0,Month-to-month,1,Mailed check,DSL,1,1,0,0,0,0,106.85,35.45,1.1816666666666669
2108-YKQTY,Yes,Female,0,0,0,4,1,0,Month-to-month,0,Credit card (automatic),DSL,0,1,0,0,0,0,151.3,50.7,1.6900000000000002
2111-DWYHN,No,Male,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,21.1,21.1,0.7033333333333334
2114-MGINA,Yes,Female,0,0,0,14,1,0,Month-to-month,1,Mailed check,Fiber optic,0,0,0,0,1,1,1129.1,89.8,2.993333333333333
2115-BFTIW,Yes,Male,0,0,0,25,1,0,Month-to-month,0,Mailed check,Fiber optic,0,0,0,0,0,0,1767.35,70.95,2.365
2120-SMPEX,No,Male,0,0,0,25,1,0,Month-to-month,1,Mailed check,No,0,0,0,0,0,0,536.35,20.15,0.6716666666666666
2121-JAFOM,No,Female,0,1,0,72,1,1,Two year,1,Credit card (automatic),Fiber optic,1,1,1,1,1,1,8312.4,115.55,3.8516666666666666
2122-SZZZD,No,Male,0,0,0,44,1,0,One year,0,Credit card (automatic),No,0,0,0,0,0,0,835.5,19.5,0.65
2122-YWVYA,No,Female,0,0,0,18,1,0,Month-to-month,1,Electronic check,Fiber optic,1,0,0,0,0,0,1380.4,75.4,2.5133333333333336
2123-AGEEN,No,Female,1,0,0,7,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,1,0,1,0,609.65,84.35,2.8116666666666665
2123-VSCOT,No,Female,0,1,1,59,1,1,Two year,1,Bank transfer (automatic),DSL,0,0,1,1,1,0,4194.85,72.1,2.4033333333333333
2126-GSEGL,No,Female,0,1,0,70,1,1,Two year,1,Bank transfer (automatic),DSL,0,1,1,1,1,1,5917.55,84.8,2.8266666666666667
2129-ALKBS,No,Female,0,1,1,40,1,1,Month-to-month,1,Electronic check,No,0,0,0,0,0,0,1077.5,26.2,0.8733333333333333
2133-TSRRM,No,Female,0,0,1,34,1,0,Month-to-month,1,Bank transfer (automatic),Fiber optic,1,1,1,0,1,1,3688.6,105.35,3.5116666666666663
2135-DQWAQ,No,Female,0,0,0,5,1,0,Month-to-month,1,Mailed check,Fiber optic,0,1,0,0,1,0,420.45,85.3,2.8433333333333333
2135-RXIHG,Yes,Male,0,0,0,1,1,0,Month-to-month,1,Electronic check,DSL,0,0,0,0,0,0,45.65,45.65,1.5216666666666667
2137-DQMEV,No,Male,0,1,1,68,0,0,One year,0,Mailed check,DSL,1,1,0,0,1,0,2983.65,44.8,1.4933333333333332
2138-VFAPZ,No,Female,0,1,1,14,1,0,Two year,1,Mailed check,No,0,0,0,0,0,0,263.65,19.7,0.6566666666666666
2139-FQHLM,No,Male,0,0,0,19,1,0,Month-to-month,0,Mailed check,Fiber optic,0,0,1,1,1,0,1682.4,89.95,2.9983333333333335
2141-RRYGO,Yes,Female,0,0,0,4,1,0,Month-to-month,1,Bank transfer (automatic),DSL,0,1,0,0,1,1,261.25,68.65,2.2883333333333336
2143-LJULT,No,Female,0,1,0,67,1,1,Two year,1,Credit card (automatic),No,0,0,0,0,0,0,1733.15,25.25,0.8416666666666667
2144-BFDSO,No,Female,1,1,0,50,1,1,Month-to-month,0,Bank transfer (automatic),Fiber optic,1,1,1,0,1,1,5431.9,108.75,3.625
2144-ESWKO,No,Male,0,0,0,43,0,0,One year,1,Credit card (automatic),DSL,1,0,1,0,0,0,1463.7,35.2,1.1733333333333333
2146-EGVDT,No,Male,0,1,1,59,1,0,Two year,0,Credit card (automatic),No,0,0,0,0,0,0,1192.7,19.3,0.6433333333333333
2150-OEGBV,No,Male,0,0,0,27,1,0,One year,0,Bank transfer (automatic),No,0,0,0,0,0,0,562.6,20.1,0.67
2150-UWTFY,Yes,Female,0,1,1,22,1,0,Month-to-month,0,Mailed check,DSL,1,1,1,0,0,0,1422.05,61.15,2.038333333333333
2150-WLKUW,No,Female,0,1,0,40,1,1,One year,0,Bank transfer (automatic),DSL,0,1,0,0,1,0,2635.0,63.9,2.13
2153-MREFK,Yes,Female,0,1,0,37,1,1,One year,1,Electronic check,Fiber optic,1,0,1,1,0,1,3754.6,99.2,3.3066666666666666
2154-KVJFF,Yes,Female,0,0,0,15,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,0,0,0,0,1111.85,79.75,2.658333333333333
2155-AMQRX,No,Female,0,0,0,28,1,1,Month-to-month,1,Credit card (automatic),DSL,0,0,0,1,0,0,1505.15,54.9,1.8299999999999998
2157-MXBJS,Yes,Male,0,1,0,13,1,1,One year,1,Mailed check,DSL,0,0,1,0,1,1,989.45,75.3,2.51
2159-TURXX,No,Male,0,0,0,5,1,0,Month-to-month,0,Credit card (automatic),No,0,0,0,0,0,0,95.55,20.05,0.6683333333333333
2160-GPFXD,No,Male,0,1,1,54,1,1,Two year,1,Credit card (automatic),DSL,1,1,0,1,0,0,3566.7,65.65,2.1883333333333335
2162-FRZAA,No,Male,0,1,1,63,0,0,Two year,0,Bank transfer (automatic),DSL,0,1,1,1,0,0,2395.05,39.35,1.3116666666666668
2164-SOQXL,No,Female,0,1,1,20,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,406.05,20.05,0.6683333333333333
2165-VOEGB,Yes,Female,0,0,1,46,1,0,One year,1,Bank transfer (automatic),Fiber optic,1,1,0,1,1,1,4822.85,105.2,3.506666666666667
2167-FQSTQ,No,Female,0,1,0,72,1,1,Two year,1,Electronic check,DSL,1,1,1,1,1,1,6786.1,92.4,3.08
2169-RRLFW,No,Female,0,1,0,71,1,1,Two year,0,Credit card (automatic),No,0,0,0,0,0,0,1888.25,25.6,0.8533333333333334
2171-UDMFD,No,Male,0,1,1,32,1,0,Month-to-month,1,Credit card (automatic),No,0,0,0,0,0,0,674.55,19.45,0.6483333333333333
2172-EJXVF,No,Female,1,0,0,71,1,1,One year,1,Electronic check,Fiber optic,0,1,1,0,1,1,7521.95,105.9,3.5300000000000002
2176-LVPNX,No,Female,1,0,0,71,1,1,Two year,0,Mailed check,DSL,1,1,1,1,1,1,6293.45,89.85,2.9949999999999997
2176-OSJUV,No,Male,0,1,0,71,1,1,Two year,0,Bank transfer (automatic),DSL,1,1,0,1,0,0,4681.75,65.15,2.171666666666667
2178-PMGCJ,No,Male,0,0,0,22,1,0,Month-to-month,1,Mailed check,Fiber optic,0,0,0,0,0,0,1490.4,69.7,2.3233333333333333
2180-DXNEG,Yes,Female,0,0,0,12,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,1,0,1,1,1062.1,96.0,3.2
2181-TIDSV,No,Male,0,1,1,68,1,0,Two year,1,Bank transfer (automatic),No,0,0,0,0,0,0,1303.25,19.95,0.6649999999999999
2181-UAESM,No,Male,0,0,0,2,1,0,Month-to-month,0,Electronic check,DSL,1,0,1,0,0,0,119.5,53.45,1.7816666666666667
2183-ZULVZ,N/A,Female,0,1,1,70,1,1,Two year,1,Credit card (automatic),Fiber optic,1,1,1,1,1,1,8250.0,115.15,3.8383333333333334
2186-QZEYA,No,Female,1,0,0,29,1,1,Month-to-month,1,Bank transfer (automatic),DSL,1,1,0,0,0,0,1718.95,58.55,1.9516666666666667
2187-LZGPL,Yes,Female,0,0,0,7,0,0,Month-to-month,1,Credit card (automatic),DSL,0,1,0,0,0,1,293.3,40.1,1.3366666666666667
2187-PKZAY,No,Male,0,0,0,12,1,0,Month-to-month,1,Bank transfer (automatic),Fiber optic,0,0,0,0,0,1,1043.4,79.95,2.665
2188-SXWVT,No,Female,0,0,0,34,1,0,One year,0,Mailed check,DSL,1,1,0,0,0,0,1885.15,55.0,1.8333333333333333
2189-UXTKY,Yes,Female,0,1,0,22,1,1,Month-to-month,1,Electronic check,DSL,1,0,0,1,1,1,1742.75,79.2,2.64
